"frame"	"timestamp"	"original_position"	"position"	"delta_x"	"delta_z"	"left_rotation"	"left_x"	"left_y"	"left_z"	"right_rotation"	"right_x"	"right_y"	"right_z"	"base_opacity"	"left_opacity"	"right_opacity"	"auto_tick"	"auto_duration"	"auto_spacing"	"framerate"	"A_button"	"B_button"	"right_trigger"
7422	190	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.343773	0.0220625	(-0.1, 0.7, 0.0, -0.7)	8.129684	-90.58459	-8.212769	(-0.1, 0.7, 0.0, -0.7)	8.129684	269.4154	351.7872	1	1	1	False	0	0	61.54248	False	False	0
7479	191	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.342016	0.02164169	(0.0, 1.0, -0.1, 0.0)	11.42119	180	0	(0.0, 1.0, -0.1, 0.0)	11.42119	180	0	1	1	1	False	0	0	61.64666	False	False	0
7539	192	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.3417	0.02156617	(0.0, 0.9, -0.2, -0.3)	22.51832	-141.5463	7.943472	(0.0, 0.9, -0.2, -0.3)	22.51832	218.4537	7.943472	1	1	1	False	0	0	62.20355	False	False	0
7599	193	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341649	0.02155402	(0.0, 1.0, -0.1, 0.0)	11.42119	180	0	(0.0, 1.0, -0.1, 0.0)	11.42119	180	0	1	1	1	False	0	0	61.2308	False	False	0
7659	194	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.02155207	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	60.6365	False	False	0
7717	195	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.02155176	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	54.66044	False	False	0
7778	196	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	59.46864	False	False	0
7835	197	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	55.24489	False	False	0
7891	198	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	55.36617	False	False	0
7949	199	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	56.88315	False	False	0
8006	200	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	57.7119	False	False	0
8055	201	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	41.22427	False	False	0
8095	202	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	41.7951	False	False	0
8135	203	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	39.53968	False	False	0
8175	204	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	40.28254	False	False	0
8214	205	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	39.58483	False	False	0
8254	206	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	39.60609	False	False	0
8294	207	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	38.38857	False	False	0
8333	208	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	39.35726	False	False	0
8373	209	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	40.05907	False	False	0
8412	210	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	40.15724	False	False	0
8450	211	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	37.9295	False	False	0
8489	212	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	39.19545	False	False	0
8529	213	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	40.93587	False	False	0
8568	214	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	39.08294	False	False	0
8608	215	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	41.94384	False	False	0
8647	216	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	40.21584	False	False	0
8687	217	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	38.62347	False	False	0
8727	218	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	41.00336	False	False	0
8765	219	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	37.91541	False	False	0
8803	220	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	36.56941	False	False	0
8841	221	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	38.42405	False	False	0
8879	222	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	38.1601	False	False	0
8918	223	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	37.37711	False	False	0
8955	224	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	38.53976	False	False	0
8992	225	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	37.14766	False	False	0
9031	226	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	37.0778	False	False	0
9069	227	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.341647	0.0215517	(0.0, 1.0, 0.1, 0.0)	-11.42117	180	0	(0.0, 1.0, 0.1, 0.0)	348.5788	180	0	1	1	1	False	0	0	39.1832	False	False	0
